Region,Country,Product Category,Product Name,Sales Amount,Year,Discount,Profit Margin,Order Priority,Customer Age,Payment Method,Delivery Status
Europe,Italy,Food,Fruit,2837.2,2021,10.77,34.37,Low,37,Bank Transfer,Pending
Europe,Italy,Food,Bread,16698.08,2021,15.74,30.5,Low,52,Credit Card,Pending
Europe,Italy,Food,Bread,7034.24,2021,6.04,26.99,Low,57,Credit Card,Pending
Europe,Italy,Food,Milk,16524.57,2021,12.95,18.87,High,61,Cash,Shipped
Europe,Italy,Food,Fruit,24727.2,2021,26.49,24.52,Medium,59,PayPal,Delivered
Europe,Italy,Food,Milk,16012.08,2021,9.93,45.12,Low,59,Credit Card,Delivered
Europe,Italy,Food,Bread,19231.76,2021,10.06,11.27,Medium,51,PayPal,Shipped
Europe,Italy,Food,Bread,10908.4,2021,19.52,26.51,Medium,34,PayPal,Pending
Europe,Italy,Food,Fruit,12799.52,2021,10.76,13.05,Medium,46,PayPal,Shipped
Europe,Italy,Food,Fruit,24006.41,2021,26.06,49.95,High,65,PayPal,Shipped
Europe,Italy,Food,Bread,10162.73,2021,27.63,44.89,Medium,27,Cash,Pending
Europe,Italy,Food,Fruit,2789.78,2021,25.65,34.9,High,35,Credit Card,Pending
Europe,Italy,Food,Bread,9954.96,2021,26.5,28.9,High,63,PayPal,Delivered
Europe,Italy,Food,Bread,8193.0,2021,17.45,40.02,High,54,Cash,Pending
Europe,Italy,Food,Bread,6608.85,2021,14.82,20.89,High,58,Credit Card,Delivered
Europe,Italy,Food,Fruit,16323.78,2021,13.59,16.88,High,30,Bank Transfer,Pending
Europe,Italy,Food,Bread,8411.76,2021,9.86,18.07,Low,19,Cash,Shipped
Europe,Italy,Food,Fruit,18920.58,2021,6.16,21.85,Medium,26,Credit Card,Shipped
Europe,Italy,Food,Fruit,1880.4,2022,5.66,18.36,Low,53,Bank Transfer,Pending
Europe,Italy,Food,Fruit,1840.47,2022,24.78,35.84,Low,58,Bank Transfer,Shipped
Europe,Italy,Food,Fruit,2198.35,2022,15.44,39.17,High,57,Cash,Shipped
Europe,Italy,Food,Bread,9680.8,2022,22.77,17.01,High,22,Bank Transfer,Delivered
Europe,Italy,Food,Fruit,1933.76,2022,13.91,10.31,High,40,Cash,Pending
Europe,Italy,Food,Bread,11742.6,2022,23.51,42.02,High,70,Credit Card,Shipped
Europe,Italy,Food,Fruit,17879.64,2022,16.37,13.84,Medium,35,Bank Transfer,Delivered
Europe,Italy,Food,Fruit,19312.78,2022,18.53,40.57,Low,35,Cash,Delivered
Europe,Italy,Food,Fruit,18574.64,2022,5.84,43.55,High,24,Cash,Delivered
Europe,Italy,Food,Milk,12673.61,2022,14.11,34.91,Low,38,Credit Card,Pending
Europe,Italy,Food,Bread,12232.49,2022,14.06,34.61,Low,62,PayPal,Delivered
Europe,Italy,Food,Fruit,18369.68,2022,14.9,46.66,Low,36,Bank Transfer,Shipped
Europe,Italy,Food,Milk,11327.98,2022,9.76,18.26,High,24,Cash,Pending
Europe,Italy,Food,Fruit,17866.51,2022,14.44,37.27,High,66,Cash,Pending
Europe,Italy,Food,Bread,8767.21,2022,14.51,15.23,High,65,Cash,Shipped
Europe,Italy,Food,Bread,12519.09,2022,17.37,27.36,Medium,63,PayPal,Shipped
Europe,Italy,Food,Fruit,25748.46,2022,10.15,44.79,High,36,PayPal,Delivered
Europe,Italy,Food,Fruit,12582.58,2022,19.58,11.81,High,21,Cash,Shipped
Europe,Italy,Food,Bread,16723.53,2022,8.84,29.33,Low,51,Credit Card,Pending
Europe,Italy,Food,Bread,14909.58,2022,6.23,14.76,Low,31,Bank Transfer,Delivered
Europe,Italy,Food,Bread,9705.39,2022,15.93,29.97,High,68,Credit Card,Shipped
Europe,Italy,Food,Fruit,2058.55,2022,6.83,25.1,Medium,28,Bank Transfer,Delivered
Europe,Italy,Food,Fruit,15720.01,2022,26.73,20.39,High,67,Cash,Shipped
Europe,Italy,Food,Fruit,12221.29,2022,20.83,12.22,Low,36,PayPal,Pending
Europe,Italy,Food,Bread,7763.95,2022,22.96,12.89,High,40,Cash,Shipped
Europe,Italy,Food,Fruit,17608.12,2022,29.2,35.17,High,18,PayPal,Delivered
Europe,Italy,Food,Fruit,1819.33,2022,11.52,39.35,High,29,Bank Transfer,Pending
Europe,Italy,Food,Milk,9346.65,2022,19.74,34.76,Low,38,PayPal,Pending
Europe,Italy,Food,Fruit,2266.35,2022,28.22,27.62,High,59,Cash,Shipped
Europe,Italy,Food,Fruit,19680.24,2022,12.71,20.42,Low,61,PayPal,Shipped
Europe,Italy,Food,Fruit,22707.51,2023,21.66,15.41,Medium,52,Bank Transfer,Pending
Europe,Italy,Food,Milk,16186.75,2023,20.28,10.33,Low,20,Cash,Shipped
Europe,Italy,Food,Fruit,22718.86,2023,21.59,48.34,Medium,31,PayPal,Delivered
Europe,Italy,Food,Bread,9249.15,2023,25.4,11.32,High,60,Credit Card,Pending
Europe,Italy,Food,Fruit,20648.1,2023,14.84,37.61,Medium,65,Cash,Delivered
Europe,Italy,Food,Fruit,2496.31,2023,24.27,47.3,Low,29,Credit Card,Shipped
Europe,Italy,Food,Fruit,2621.22,2023,14.3,41.35,Medium,60,PayPal,Delivered
Europe,Italy,Food,Milk,7030.19,2023,27.33,17.32,Medium,32,Bank Transfer,Delivered
Europe,Italy,Food,Bread,9580.08,2023,21.47,18.82,Medium,57,Bank Transfer,Pending
Europe,Italy,Food,Fruit,18166.91,2023,14.84,49.91,High,24,Cash,Shipped
Europe,Italy,Food,Fruit,17952.26,2023,13.33,15.98,High,46,Bank Transfer,Pending
Europe,Italy,Food,Milk,14913.39,2023,12.96,45.07,Low,51,Credit Card,Pending
Europe,Italy,Food,Bread,14216.98,2023,29.75,36.54,Medium,31,Bank Transfer,Shipped
Europe,Italy,Food,Milk,5884.09,2023,26.11,43.71,Low,32,Cash,Pending
Europe,Italy,Food,Bread,9649.32,2023,29.31,30.96,Medium,41,Credit Card,Delivered
Europe,Italy,Food,Bread,18245.43,2023,14.31,12.59,Low,29,PayPal,Pending
Europe,Italy,Food,Bread,9846.26,2023,19.47,11.64,High,70,Credit Card,Shipped
Europe,Italy,Food,Fruit,15504.77,2023,26.41,11.32,Low,44,PayPal,Shipped
Europe,Italy,Food,Milk,16667.09,2023,28.29,33.27,Low,19,Bank Transfer,Shipped
Europe,Italy,Food,Bread,10568.94,2023,13.4,25.17,High,32,Credit Card,Shipped
Europe,Italy,Food,Milk,17268.79,2023,24.22,38.24,High,32,PayPal,Pending
Europe,Italy,Food,Bread,9670.77,2023,25.87,22.84,Medium,52,Bank Transfer,Pending
Europe,Italy,Food,Bread,8977.4,2023,17.5,27.99,Medium,61,PayPal,Pending
Europe,Italy,Food,Bread,8730.73,2023,6.51,18.07,Low,33,Credit Card,Pending
Europe,Italy,Food,Bread,8394.88,2023,10.2,29.56,High,18,Bank Transfer,Shipped
Europe,Italy,Food,Fruit,23894.94,2023,10.9,29.78,Medium,58,PayPal,Delivered
Europe,Italy,Food,Milk,7842.24,2023,25.16,32.22,Low,23,Credit Card,Delivered
Europe,Italy,Food,Fruit,25093.79,2023,28.75,47.24,Medium,55,Bank Transfer,Pending
Europe,Italy,Food,Bread,9424.0,2023,13.36,37.76,High,20,Cash,Delivered
Europe,Italy,Food,Bread,7486.59,2023,9.55,34.95,Medium,53,PayPal,Pending
Europe,Italy,Food,Bread,19073.57,2024,29.42,49.06,High,46,PayPal,Delivered
Europe,Italy,Food,Milk,9168.01,2024,5.23,27.34,High,29,Bank Transfer,Pending
Europe,Italy,Food,Bread,14220.18,2024,6.28,49.29,High,35,Credit Card,Delivered
Europe,Italy,Food,Fruit,15938.93,2024,8.56,18.02,Medium,30,Bank Transfer,Pending
Europe,Italy,Food,Milk,13018.14,2024,18.7,16.32,Low,31,PayPal,Pending
Europe,Italy,Food,Bread,18965.94,2024,18.32,32.85,Medium,30,PayPal,Pending
Europe,Italy,Food,Bread,13190.06,2024,9.4,37.37,Medium,25,PayPal,Delivered
Europe,Italy,Food,Fruit,2869.52,2024,5.63,10.06,High,30,Bank Transfer,Delivered
Europe,Italy,Food,Bread,8591.64,2024,11.38,29.0,High,66,Cash,Delivered
Europe,Italy,Food,Milk,8427.35,2024,14.96,21.26,Medium,44,PayPal,Pending
Europe,Italy,Food,Milk,5949.5,2024,12.2,23.55,High,46,Credit Card,Delivered
Europe,Italy,Food,Milk,8920.93,2024,11.01,16.48,High,53,PayPal,Delivered
Europe,Italy,Food,Milk,17375.37,2024,16.5,25.97,Medium,33,PayPal,Shipped
Europe,Italy,Food,Fruit,13373.52,2024,28.66,39.5,High,18,PayPal,Delivered
Europe,Italy,Food,Fruit,2418.73,2024,8.65,34.89,Medium,42,PayPal,Pending
Europe,Italy,Food,Bread,20984.04,2024,10.77,44.07,Low,31,PayPal,Delivered
Europe,Italy,Food,Fruit,23850.65,2024,11.99,26.26,High,36,Bank Transfer,Shipped
Europe,Italy,Food,Fruit,2128.53,2024,21.55,38.21,High,28,PayPal,Shipped
Europe,Italy,Food,Milk,5959.99,2024,16.48,24.05,High,37,Bank Transfer,Shipped
Europe,Italy,Food,Fruit,12899.88,2024,19.05,48.93,Medium,34,Bank Transfer,Delivered
Europe,Italy,Food,Bread,11686.76,2024,19.24,44.91,Medium,30,Bank Transfer,Delivered
Europe,Italy,Food,Milk,17092.04,2024,15.57,17.95,High,70,Credit Card,Pending
Europe,Italy,Food,Bread,11047.04,2024,8.1,41.19,Low,21,Bank Transfer,Shipped
Europe,Italy,Food,Bread,9109.8,2024,16.28,36.62,Medium,26,Cash,Delivered
Europe,Italy,Food,Fruit,20501.46,2024,8.21,23.71,Low,27,Cash,Pending
Europe,Italy,Food,Milk,8900.5,2024,23.28,47.42,Low,46,PayPal,Pending
Europe,Italy,Food,Fruit,2769.18,2024,23.31,24.14,Medium,70,Credit Card,Shipped
Europe,Italy,Food,Bread,8897.5,2024,27.12,28.14,Low,61,PayPal,Pending
Europe,Italy,Food,Fruit,2387.22,2024,10.97,30.87,Medium,29,PayPal,Delivered
Europe,Italy,Food,Bread,10655.75,2024,24.13,48.39,High,43,Credit Card,Shipped
Europe,Italy,Food,Bread,16425.65,2025,16.09,14.44,High,26,PayPal,Delivered
Europe,Italy,Food,Fruit,2408.56,2025,11.27,23.0,Low,37,Cash,Delivered
Europe,Italy,Food,Fruit,17744.16,2025,8.01,39.41,Low,30,Cash,Shipped
Europe,Italy,Food,Bread,12446.72,2025,19.27,12.52,Medium,21,Bank Transfer,Pending
Europe,Italy,Food,Fruit,17611.03,2025,14.22,38.99,Medium,65,PayPal,Delivered
Europe,Italy,Food,Bread,10186.26,2025,8.23,39.28,Low,18,Credit Card,Pending
Europe,Italy,Food,Fruit,17349.57,2025,19.93,40.86,Low,37,Bank Transfer,Pending
Europe,Italy,Food,Fruit,19327.03,2025,10.56,38.04,Low,57,PayPal,Pending
Europe,Italy,Food,Milk,14562.63,2025,26.75,23.89,High,47,Credit Card,Shipped
Europe,Italy,Food,Fruit,22172.47,2025,21.26,27.25,High,52,Cash,Shipped
Europe,Italy,Food,Bread,20516.17,2025,11.03,17.55,Medium,21,PayPal,Shipped
Europe,Italy,Food,Bread,8836.9,2025,8.38,26.98,High,48,Cash,Pending
Europe,Italy,Food,Milk,5916.0,2025,18.89,39.42,Low,33,Cash,Delivered
Europe,Italy,Food,Milk,13305.11,2025,6.31,14.82,Medium,32,Cash,Pending
Europe,Italy,Food,Fruit,17004.72,2025,25.01,21.46,Medium,39,Cash,Delivered
Europe,Italy,Food,Milk,11845.98,2025,18.84,41.44,Low,21,Bank Transfer,Pending
Europe,Italy,Food,Bread,11336.78,2025,8.29,39.63,High,34,Credit Card,Delivered
Europe,Italy,Food,Fruit,13388.49,2025,16.54,10.86,Low,38,Cash,Delivered
Europe,Italy,Food,Milk,8486.5,2025,13.66,33.36,Medium,66,Bank Transfer,Pending
Europe,Italy,Food,Fruit,23402.21,2025,14.88,41.95,High,26,Credit Card,Shipped
Europe,Italy,Food,Bread,8448.63,2025,20.49,35.57,Low,62,Cash,Shipped
Europe,Italy,Food,Fruit,2594.0,2025,14.72,18.83,High,54,Cash,Delivered
Europe,Italy,Food,Bread,13788.2,2025,28.07,15.23,Low,58,Bank Transfer,Shipped
Europe,Italy,Food,Fruit,14811.53,2025,28.86,26.51,High,67,Credit Card,Pending
Europe,Italy,Food,Fruit,13321.79,2025,25.18,14.52,Low,64,PayPal,Delivered
Europe,Italy,Food,Bread,6786.44,2025,13.33,33.83,Low,37,Cash,Delivered
Europe,Italy,Food,Milk,6437.94,2025,23.11,29.15,Medium,29,Cash,Pending
Europe,Italy,Food,Fruit,14745.81,2025,19.24,13.11,High,55,Cash,Shipped
Europe,Italy,Food,Milk,8103.66,2025,8.32,10.85,Low,51,Bank Transfer,Shipped
Europe,Italy,Food,Fruit,14119.26,2025,16.49,41.97,Medium,50,Cash,Delivered
Europe,Italy,Furniture,Sofa,13981.29,2020,12.79,49.7,Medium,18,PayPal,Shipped
Europe,Italy,Furniture,Chair,946.53,2020,10.34,48.18,High,32,PayPal,Shipped
Europe,Italy,Furniture,Bed,16257.75,2020,29.52,25.87,High,23,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,19649.45,2020,6.75,46.95,High,54,Credit Card,Delivered
Europe,Italy,Furniture,Chair,1036.52,2020,14.64,44.32,Low,47,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,16395.56,2020,12.38,13.04,High,29,Cash,Pending
Europe,Italy,Furniture,Sofa,16976.44,2020,9.1,34.93,Medium,33,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,22335.67,2020,21.19,36.32,Medium,57,PayPal,Delivered
Europe,Italy,Furniture,Sofa,21913.15,2020,15.85,42.28,Low,53,Cash,Delivered
Europe,Italy,Furniture,Bed,16903.64,2020,24.06,35.64,Low,67,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,17891.7,2020,14.29,15.31,Medium,69,Credit Card,Pending
Europe,Italy,Furniture,Sofa,21791.88,2020,14.24,37.3,High,18,PayPal,Delivered
Europe,Italy,Furniture,Chair,1070.09,2020,6.4,34.97,Low,23,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,17680.03,2020,11.49,14.9,Low,28,Cash,Pending
Europe,Italy,Furniture,Chair,1070.64,2020,19.93,10.71,High,44,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,1146.19,2020,13.73,19.72,Low,66,Credit Card,Pending
Europe,Italy,Furniture,Bed,14658.48,2020,15.33,36.7,Low,47,PayPal,Pending
Europe,Italy,Furniture,Sofa,15579.33,2020,5.54,24.03,Medium,26,PayPal,Pending
Europe,Italy,Furniture,Sofa,16375.68,2020,13.45,36.03,High,18,Cash,Delivered
Europe,Italy,Furniture,Sofa,18043.16,2020,19.5,22.37,High,41,Credit Card,Shipped
Europe,Italy,Furniture,Bed,23049.49,2020,25.06,18.85,Low,34,Bank Transfer,Shipped
Europe,Italy,Furniture,Bed,21050.69,2020,9.88,46.31,Medium,68,Cash,Pending
Europe,Italy,Furniture,Chair,1051.87,2020,13.09,29.46,Low,43,Credit Card,Pending
Europe,Italy,Furniture,Chair,934.76,2020,10.86,40.46,High,59,Cash,Shipped
Europe,Italy,Furniture,Chair,1224.39,2020,19.59,29.62,High,29,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,18123.88,2020,24.65,45.49,Medium,70,Cash,Delivered
Europe,Italy,Furniture,Sofa,14298.31,2020,9.34,34.94,Medium,53,Cash,Shipped
Europe,Italy,Furniture,Chair,847.89,2020,27.59,12.74,High,69,PayPal,Pending
Europe,Italy,Furniture,Sofa,15021.19,2020,8.02,49.97,High,19,Credit Card,Pending
Europe,Italy,Furniture,Bed,15963.2,2020,14.1,40.2,Low,66,Credit Card,Delivered
Europe,Italy,Furniture,Bed,22234.08,2021,21.7,30.33,Medium,48,PayPal,Shipped
Europe,Italy,Furniture,Sofa,18807.47,2021,25.52,31.82,Low,28,PayPal,Pending
Europe,Italy,Furniture,Sofa,21671.85,2021,17.07,20.52,High,22,Cash,Pending
Europe,Italy,Furniture,Chair,853.21,2021,19.0,37.02,Low,36,Bank Transfer,Shipped
Europe,Italy,Furniture,Sofa,12833.44,2021,16.62,20.72,High,54,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,19119.19,2021,28.35,35.45,Low,18,Bank Transfer,Shipped
Europe,Italy,Furniture,Sofa,17194.5,2021,21.31,20.8,High,24,PayPal,Pending
Europe,Italy,Furniture,Sofa,14372.34,2021,8.03,43.8,Medium,24,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,15911.72,2021,9.64,31.88,High,20,Cash,Shipped
Europe,Italy,Furniture,Sofa,19964.31,2021,26.85,28.83,Medium,58,PayPal,Pending
Europe,Italy,Furniture,Sofa,21482.65,2021,8.04,34.15,High,26,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,12991.94,2021,25.54,10.69,Medium,37,PayPal,Shipped
Europe,Italy,Furniture,Sofa,13091.05,2021,24.33,13.71,Medium,44,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,13608.2,2021,14.33,40.53,Medium,41,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,18488.54,2021,21.02,30.34,Low,58,Bank Transfer,Shipped
Europe,Italy,Furniture,Chair,968.87,2021,26.49,12.86,Medium,51,Cash,Pending
Europe,Italy,Furniture,Bed,23554.36,2021,28.41,42.79,Low,52,Credit Card,Shipped
Europe,Italy,Furniture,Sofa,13162.17,2021,14.5,26.59,Medium,65,Credit Card,Shipped
Europe,Italy,Furniture,Sofa,20739.63,2021,8.86,31.24,Low,25,Bank Transfer,Shipped
Europe,Italy,Furniture,Sofa,14570.92,2021,6.63,23.2,Low,56,Cash,Shipped
Europe,Italy,Furniture,Chair,1185.2,2021,20.87,35.06,High,53,Cash,Pending
Europe,Italy,Furniture,Sofa,16360.13,2021,9.41,30.34,Low,34,Cash,Pending
Europe,Italy,Furniture,Sofa,21514.54,2021,17.65,28.56,High,67,PayPal,Delivered
Europe,Italy,Furniture,Sofa,15931.89,2021,12.55,32.26,Medium,69,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,19122.79,2021,19.66,44.45,Medium,35,Credit Card,Shipped
Europe,Italy,Furniture,Chair,973.31,2021,20.89,28.37,High,20,Cash,Shipped
Europe,Italy,Furniture,Bed,23523.05,2021,7.16,19.62,High,37,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,12694.91,2021,26.88,11.57,Medium,37,Cash,Delivered
Europe,Italy,Furniture,Bed,17089.75,2021,14.3,27.19,High,68,Cash,Delivered
Europe,Italy,Furniture,Chair,979.33,2021,18.71,24.93,High,19,PayPal,Delivered
Europe,Italy,Furniture,Sofa,15385.67,2022,17.88,39.18,Medium,20,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,1204.17,2022,19.68,25.88,High,40,Bank Transfer,Shipped
Europe,Italy,Furniture,Sofa,20569.64,2022,5.67,36.05,Medium,66,Credit Card,Shipped
Europe,Italy,Furniture,Sofa,15365.97,2022,28.64,49.88,Medium,43,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,16886.67,2022,25.17,18.45,Low,62,PayPal,Delivered
Europe,Italy,Furniture,Bed,16012.32,2022,8.1,30.23,Low,23,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,803.53,2022,14.25,17.1,Low,46,PayPal,Pending
Europe,Italy,Furniture,Sofa,19526.73,2022,29.76,34.3,Low,54,Cash,Delivered
Europe,Italy,Furniture,Chair,850.18,2022,20.4,24.86,High,50,Credit Card,Pending
Europe,Italy,Furniture,Sofa,19185.88,2022,10.16,46.23,Medium,69,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,18712.55,2022,5.78,32.66,Low,26,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,18014.79,2022,14.05,19.52,Low,51,Cash,Pending
Europe,Italy,Furniture,Chair,1182.88,2022,6.37,31.57,Medium,49,Cash,Delivered
Europe,Italy,Furniture,Chair,1034.61,2022,24.82,14.61,Low,38,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,16611.54,2022,10.35,42.06,High,26,PayPal,Shipped
Europe,Italy,Furniture,Bed,21814.39,2022,11.95,25.66,Medium,22,Cash,Delivered
Europe,Italy,Furniture,Sofa,18927.01,2022,23.04,32.35,High,37,Cash,Delivered
Europe,Italy,Furniture,Chair,1003.89,2022,5.46,14.43,Medium,38,Bank Transfer,Shipped
Europe,Italy,Furniture,Chair,784.09,2022,19.72,41.12,High,36,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,16529.0,2022,6.62,37.9,Medium,69,Credit Card,Shipped
Europe,Italy,Furniture,Sofa,17791.58,2022,6.73,22.44,High,19,Credit Card,Delivered
Europe,Italy,Furniture,Sofa,17749.85,2022,5.26,21.39,Low,52,PayPal,Shipped
Europe,Italy,Furniture,Chair,889.25,2022,15.25,10.58,High,43,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,21711.09,2022,20.8,35.69,Medium,30,Bank Transfer,Shipped
Europe,Italy,Furniture,Bed,20170.07,2022,19.94,13.85,High,65,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,17427.67,2022,22.51,10.82,Low,63,Cash,Delivered
Europe,Italy,Furniture,Chair,871.73,2022,23.66,32.59,High,52,Cash,Delivered
Europe,Italy,Furniture,Sofa,21094.84,2022,14.15,19.11,Low,37,Credit Card,Pending
Europe,Italy,Furniture,Bed,22540.62,2022,12.1,26.37,Low,58,Credit Card,Pending
Europe,Italy,Furniture,Chair,989.47,2022,10.58,49.55,High,23,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,15885.95,2023,25.97,20.75,High,37,Credit Card,Shipped
Europe,Italy,Furniture,Chair,903.48,2023,17.8,28.96,Low,58,Cash,Pending
Europe,Italy,Furniture,Sofa,20811.24,2023,13.25,22.49,Medium,36,Cash,Shipped
Europe,Italy,Furniture,Sofa,18096.67,2023,15.15,24.01,Low,57,Bank Transfer,Shipped
Europe,Italy,Furniture,Bed,17837.61,2023,15.24,32.91,Medium,70,PayPal,Delivered
Europe,Italy,Furniture,Sofa,21551.53,2023,19.27,34.28,Low,30,PayPal,Shipped
Europe,Italy,Furniture,Chair,1040.14,2023,23.49,42.0,High,67,Cash,Pending
Europe,Italy,Furniture,Bed,15821.26,2023,24.61,13.88,Low,70,Cash,Shipped
Europe,Italy,Furniture,Bed,19427.85,2023,23.57,41.32,High,66,PayPal,Delivered
Europe,Italy,Furniture,Sofa,16756.46,2023,10.67,35.65,Medium,38,Credit Card,Pending
Europe,Italy,Furniture,Bed,15074.02,2023,16.18,31.62,Low,37,Credit Card,Pending
Europe,Italy,Furniture,Chair,841.76,2023,5.97,38.2,Low,47,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,14509.81,2023,20.84,19.04,Medium,24,PayPal,Shipped
Europe,Italy,Furniture,Chair,820.13,2023,18.06,12.99,High,58,Cash,Shipped
Europe,Italy,Furniture,Sofa,14414.93,2023,24.29,11.45,Medium,42,Cash,Delivered
Europe,Italy,Furniture,Bed,19440.82,2023,20.66,40.41,High,18,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,17067.5,2023,28.97,40.17,Low,23,PayPal,Pending
Europe,Italy,Furniture,Sofa,18525.53,2023,16.13,14.91,Medium,53,Credit Card,Pending
Europe,Italy,Furniture,Sofa,14318.15,2023,27.27,41.86,High,59,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,22019.33,2023,25.51,46.17,Low,32,PayPal,Shipped
Europe,Italy,Furniture,Chair,1038.4,2023,26.43,45.95,Medium,40,PayPal,Shipped
Europe,Italy,Furniture,Chair,1227.15,2023,26.68,26.43,Medium,21,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,18769.38,2023,20.56,46.05,Low,49,Bank Transfer,Pending
Europe,Italy,Furniture,Chair,1150.8,2023,12.29,38.35,High,54,Cash,Delivered
Europe,Italy,Furniture,Bed,14593.02,2023,26.41,43.51,High,28,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,18600.35,2023,19.44,37.95,Medium,33,Bank Transfer,Shipped
Europe,Italy,Furniture,Sofa,16335.0,2023,26.16,24.37,Low,60,Bank Transfer,Pending
Europe,Italy,Furniture,Sofa,15706.28,2023,26.91,20.38,Medium,61,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,15598.72,2023,27.51,11.63,Low,64,Cash,Pending
Europe,Italy,Furniture,Sofa,13523.14,2023,24.85,25.34,Low,46,Bank Transfer,Pending
Europe,Italy,Furniture,Bed,20479.58,2024,27.47,41.21,Low,62,Credit Card,Delivered
Europe,Italy,Furniture,Bed,20908.1,2024,27.66,35.31,High,58,Credit Card,Pending
Europe,Italy,Furniture,Chair,1174.3,2024,6.44,38.86,High,34,Cash,Shipped
Europe,Italy,Furniture,Bed,20768.82,2024,11.03,16.06,Medium,44,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,1073.2,2024,25.39,47.66,High,63,Cash,Pending
Europe,Italy,Furniture,Chair,1126.04,2024,16.67,48.69,Medium,62,Bank Transfer,Delivered
Europe,Italy,Furniture,Bed,15450.75,2024,20.46,45.83,Medium,46,PayPal,Pending
Europe,Italy,Furniture,Bed,16544.64,2024,5.66,20.88,High,18,Credit Card,Pending
Europe,Italy,Furniture,Chair,963.01,2024,7.8,18.95,Low,29,Cash,Delivered
Europe,Italy,Furniture,Sofa,17117.24,2024,15.81,38.94,Medium,69,Cash,Pending
Europe,Italy,Furniture,Sofa,14463.5,2024,21.45,14.8,Low,24,PayPal,Delivered
Europe,Italy,Furniture,Bed,19390.6,2024,17.3,23.5,High,56,Bank Transfer,Shipped
Europe,Italy,Furniture,Chair,810.21,2024,20.15,12.69,Low,29,Credit Card,Shipped
Europe,Italy,Furniture,Sofa,18234.19,2024,27.91,29.69,Low,40,Cash,Shipped
Europe,Italy,Furniture,Sofa,15500.33,2024,24.01,19.43,Medium,32,PayPal,Delivered
Europe,Italy,Furniture,Sofa,16987.22,2024,14.49,37.89,High,25,Credit Card,Delivered
Europe,Italy,Furniture,Chair,1161.75,2024,12.56,46.42,High,28,PayPal,Pending
Europe,Italy,Furniture,Chair,888.04,2024,9.57,39.26,Low,44,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,17056.11,2024,9.5,26.47,Low,44,Cash,Pending
Europe,Italy,Furniture,Chair,1139.19,2024,17.0,26.33,Low,23,Bank Transfer,Delivered
Europe,Italy,Furniture,Sofa,21967.62,2024,29.29,34.06,Low,27,Cash,Pending
Europe,Italy,Furniture,Chair,1021.95,2024,22.94,28.79,Low,47,Bank Transfer,Delivered
Europe,Italy,Furniture,Chair,884.96,2024,23.8,32.45,High,44,Credit Card,Delivered
Europe,Italy,Furniture,Chair,1195.84,2024,7.88,37.3,Medium,55,Cash,Pending
Europe,Italy,Furniture,Chair,788.05,2024,13.74,22.7,High,65,Cash,Shipped
Europe,Italy,Furniture,Sofa,19288.07,2024,10.95,22.41,Low,38,Credit Card,Shipped
Europe,Italy,Furniture,Sofa,19479.54,2024,14.46,34.01,Medium,25,PayPal,Pending
Europe,Italy,Furniture,Bed,14847.55,2024,23.78,39.35,High,54,PayPal,Pending
Europe,Italy,Furniture,Sofa,16348.95,2024,12.97,31.53,Medium,57,Cash,Delivered
Europe,Italy,Furniture,Sofa,16944.09,2024,6.16,31.69,High,45,Cash,Shipped
Europe,Italy,Furniture,Sofa,19118.5,2025,21.64,47.36,Medium,52,PayPal,Pending
Europe,Italy,Furniture,Sofa,18269.31,2025,26.54,30.62,High,55,Bank Transfer,Shipped
Europe,Italy,Furniture,Bed,22977.45,2025,16.74,41.17,Low,50,PayPal,Pending
